,x,y,num
1020,637,56,6774.0
1021,636,58,6779.0
1022,636,56,6784.0
1023,636,56,6789.0
1024,635,56,6794.0
1025,636,57,6799.0
1026,636,57,6804.0
1027,618,59,6809.0
1028,617,55,6814.0
1029,602,51,6819.0
1030,551,50,6824.0
1031,551,43,6829.0
1032,551,43,6834.0
1033,567,40,6839.0
1034,567,40,6844.0
1035,549,42,6849.0
1036,549,42,6854.0
1037,549,42,6859.0
1038,544,43,6864.0
1039,540,43,6869.0
1040,534,42,6874.0
1041,536,43,6879.0
1042,516,46,6884.0
1043,522,48,6889.0
1044,486,52,6894.0
1045,457,56,6899.0
1046,427,54,6904.0
1047,410,59,6909.0
1048,362,58,6914.0
1049,362,59,6919.0
1050,328,58,6924.0
1051,328,58,6929.0
1052,293,58,6934.0
1053,252,60,6939.0
1054,231,63,6944.0
1055,217,58,6949.0
1056,221,57,6954.0
1057,211,59,6959.0
1058,199,58,6964.0
1059,197,58,6969.0
1060,194,58,6974.0
1061,183,60,6979.0
1062,165,61,6984.0
1063,153,57,6989.0
1064,147,60,6994.0
1065,139,59,6999.0
1066,130,55,7004.0
1067,119,52,7009.0
1068,118,51,7014.0
1069,116,50,7019.0
1070,112,54,7024.0
1071,104,56,7029.0
1072,103,54,7034.0
1073,104,52,7039.0
1074,103,52,7044.0
1075,103,51,7049.0
1076,112,47,7054.0
1077,105,45,7059.0
1078,104,45,7064.0
1079,105,42,7069.0
1080,108,44,7074.0
1081,109,43,7079.0
1082,110,39,7084.0
1083,111,42,7089.0
1084,109,42,7094.0
1085,108,42,7099.0
1086,107,41,7104.0
1087,99,41,7109.0
1088,92,36,7114.0
1089,92,33,7119.0
1090,94,34,7124.0
1091,93,34,7129.0
1092,89,37,7134.0
1093,88,38,7139.0
1094,86,39,7144.0
1095,83,41,7149.0
1096,87,40,7154.0
1097,93,47,7159.0
1098,93,45,7164.0
1099,92,48,7169.0
1100,104,46,7174.0
1101,106,45,7179.0
1102,111,43,7184.0
1103,112,43,7189.0
1104,114,45,7194.0
1105,115,44,7199.0
1106,117,44,7204.0
1107,117,44,7209.0
1108,118,43,7214.0
1109,117,44,7219.0
1110,117,44,7224.0
1111,118,44,7229.0
1112,117,44,7234.0
1113,117,44,7239.0
1114,118,44,7244.0
1115,117,44,7249.0
1116,118,44,7254.0
1117,117,44,7259.0
1118,117,44,7264.0
1119,117,44,7269.0
1120,118,44,7274.0
1121,117,44,7279.0
1122,118,44,7284.0
1123,117,44,7289.0
1124,117,44,7294.0
1125,117,44,7299.0
1126,117,44,7304.0
1127,117,44,7309.0
1128,117,44,7314.0
1129,117,44,7319.0
1130,117,44,7324.0
1131,117,44,7329.0
1132,117,44,7334.0
1133,118,44,7339.0
1134,117,44,7344.0
1135,117,44,7349.0
1136,117,44,7354.0
1137,117,44,7359.0
1138,117,44,7364.0
1139,117,44,7369.0
1140,117,44,7374.0
