,x,y,num
1590,928,919,9733.0
1591,925,917,9738.0
1592,922,910,9743.0
1593,921,912,9748.0
1594,921,911,9753.0
1595,921,911,9758.0
1596,918,909,9763.0
1597,919,904,9768.0
1598,920,900,9773.0
1599,926,901,9778.0
1600,929,898,9783.0
1601,931,896,9788.0
1602,933,896,9793.0
1603,929,893,9798.0
1604,930,893,9803.0
1605,929,890,9808.0
1606,927,891,9813.0
1607,924,885,9818.0
1608,923,888,9823.0
1609,922,889,9828.0
1610,925,888,9833.0
1611,926,890,9838.0
1612,922,888,9843.0
1613,925,891,9848.0
1614,923,889,9853.0
1615,921,889,9858.0
1616,918,889,9863.0
1617,912,886,9868.0
1618,912,886,9873.0
1619,920,893,9878.0
1620,922,891,9883.0
1621,921,896,9888.0
1622,910,887,9893.0
1623,914,885,9898.0
1624,911,881,9903.0
1625,911,881,9908.0
1626,905,876,9913.0
1627,904,877,9918.0
1628,905,881,9923.0
1629,906,883,9928.0
1630,904,883,9933.0
1631,895,880,9938.0
1632,890,885,9943.0
1633,886,889,9948.0
1634,886,889,9953.0
1635,874,885,9958.0
1636,864,876,9963.0
1637,869,876,9968.0
1638,863,876,9973.0
1639,854,873,9978.0
1640,854,866,9983.0
1641,855,865,9988.0
1642,862,865,9993.0
1643,875,869,9998.0
1644,880,875,10003.0
1645,886,866,10008.0
1646,883,873,10013.0
1647,895,868,10018.0
1648,897,868,10023.0
1649,897,874,10028.0
1650,896,878,10033.0
1651,894,869,10038.0
1652,888,854,10043.0
1653,883,854,10048.0
1654,880,851,10053.0
1655,878,846,10058.0
1656,882,841,10063.0
1657,883,845,10068.0
1658,883,845,10073.0
1659,883,844,10078.0
1660,889,857,10083.0
1661,899,869,10088.0
1662,900,875,10093.0
1663,900,878,10098.0
1664,899,881,10103.0
1665,897,884,10108.0
1666,883,897,10113.0
1667,884,899,10118.0
1668,885,897,10123.0
1669,882,900,10128.0
1670,879,901,10133.0
1671,879,901,10138.0
1672,880,907,10143.0
1673,877,906,10148.0
1674,873,904,10153.0
1675,873,906,10158.0
1676,875,910,10163.0
1677,886,912,10168.0
1678,889,915,10173.0
1679,893,912,10178.0
1680,894,910,10183.0
1681,893,912,10188.0
1682,890,913,10193.0
1683,891,915,10198.0
1684,890,916,10203.0
1685,889,914,10208.0
1686,898,916,10213.0
1687,895,916,10218.0
1688,897,918,10223.0
1689,897,918,10228.0
1690,896,919,10233.0
1691,895,919,10238.0
1692,896,918,10243.0
1693,897,918,10248.0
1694,897,916,10253.0
1695,892,914,10258.0
1696,890,915,10263.0
1697,894,916,10268.0
1698,896,921,10273.0
1699,896,921,10278.0
1700,897,924,10283.0
1701,897,923,10288.0
1702,899,924,10293.0
1703,899,925,10298.0
1704,907,925,10303.0
1705,908,926,10308.0
1706,908,925,10313.0
